Bsku,c_Desc,unit,buyer
13955,D&R KNEE & ELBOW CREAM      3z,2.65,LISA MOLUSIS
13956,D&R SKIN BLEACH CREAM       3z,2.65,LISA MOLUSIS
13957,D&R COCOA BUTTER SKIN CREAM 2z,2.35,LISA MOLUSIS
13958,D&R LEG FADE LIGHTENING CR1.5z,2.25,LISA MOLUSIS
13959,D&R PEEL OFF MASK           3z,1.72,LISA MOLUSIS
13960,*D&R HEALING FADE CREAM 2z12pc,.00,LISA MOLUSIS
13961,D&R HEALING BOTANICAL SOAP  3z,1.50,LISA MOLUSIS
13964,D&R KNEE AND ELBOW FADE   1.5z,2.40,LISA MOLUSIS
13965,D&R HEALING FADE CREAM NORM 2z,.00,LISA MOLUSIS
13968,D&R HEALING FADE CREAM DRY  2z,.00,LISA MOLUSIS
13969,D&R COLLAGEN FILLER WRINKLE 1z,1.15,LISA MOLUSIS
13970,D&R COLLAGEN EYE FILLER TRT.3z,1.15,LISA MOLUSIS
13971,D&R HEALING FADE CREAM OILY 2z,.00,LISA MOLUSIS
13972,D&R HEEL CARE MOIST FOOT  1.5z,2.15,LISA MOLUSIS
13973,*D&R SHINE POLISH COCONUT18pcs,2.17,LISA MOLUSIS
13974,D&R COCOA BUTTER SKN CREAM1.5z,2.15,LISA MOLUSIS
13975,*D&R SHINE POLISH OLIVE  18pcs,2.17,LISA MOLUSIS
13976,D&R FADE CREAMw/HYDROQUIN 1.5z,1.28,LISA MOLUSIS
13977,*D&R SHINE POLSIH JOJOBA 18pcs,2.17,LISA MOLUSIS
13978,D&R KNEE & ELBOW FADE SYSTEM,2.52,LISA MOLUSIS
13979,D&R HAND & BODY FADE SYSTEM,3.53,LISA MOLUSIS
13980,*D&R COLLAGEN ANTI-WRNK DS16pc,.00,LISA MOLUSIS
13981,*D&R ADVANCED SKINCARE DSP32pc,.00,LISA MOLUSIS
13982,*D&R FACIAL SOLUTION PPK 50pcs,.00,LISA MOLUSIS
13983,D&R STRETCH MARK CARE SYSTEM,3.09,LISA MOLUSIS
13984,D&R VITAMIN A CREAM         2z,2.35,LISA MOLUSIS
13985,D&R VITAMIN A SERUM         1z,1.30,LISA MOLUSIS
13986,D&R FACIAL FADE SYSTEM ,4.10,LISA MOLUSIS
13987,D&R MENS FACIAL TONING CRM1.5z,2.40,LISA MOLUSIS
13988,D&R MENS SKIN TONING SOAP 3.5z,1.50,LISA MOLUSIS
13989,D&R MENS SKIN CARE LOTION   4z,1.28,LISA MOLUSIS
13990,D&R AGE SPOT SERUM          1z,1.54,LISA MOLUSIS
13991,D&R SKIN REGENERATING       1z,2.05,LISA MOLUSIS
13992,D&R 1 STEP HAND TREATMENT  KIT,2.80,LISA MOLUSIS
13993,D&R 3 IN 1 COLLAGEN KIT,1.05,LISA MOLUSIS
13994,D&R NIGHT TIME SERUM        1z,1.52,LISA MOLUSIS
13995,D&R STRETCH MARK            6z,2.40,LISA MOLUSIS
13996,D&R ANTI WRINKLE EYE CREAM1.3z,1.78,LISA MOLUSIS
13997,D&R DARK CIRCLE EYE         1z,1.76,LISA MOLUSIS
13998,D&R FACIAL BRIGHTENER       3z,2.05,LISA MOLUSIS
13999,D&R STRETCH MARK LOTION ,1.28,LISA MOLUSIS
14000,KIDZ GRO NATURE'S SHAMPOO  12z,2.27,CAROL SANCHEZ
14005,KIDZ GRO DEEP REPLENSH COND15z,3.66,CAROL SANCHEZ
14010,KIDZ GRO COMB THRU MOISTRZR12z,2.27,CAROL SANCHEZ
14015,KIDZ GRO NATURE'S SCALP TRT 4z,2.87,CAROL SANCHEZ
14100,DOO GRO VITALIZER ORIGINAL  4z,2.90,DAVID KEER
14105,DOO GRO VITALIZER TRIPLE STR4z,2.89,DAVID KEER
14108,DOO GRO VITALIZER MEGA LONG 4z,2.88,DAVID KEER
14110,DOO GRO VITALIZER ANTI-ITCH 4z,2.88,DAVID KEER
14115,DOO GRO VITALIZER CRM COMPLX4z,2.89,DAVID KEER
14118,DOO GRO VITALIZER MEGA THICK4z,2.89,DAVID KEER
14120,DOO GRO GRWTH STIMULAT OIL4.5z,1.55,DAVID KEER
14122,DOO GRO GRWTH ANT-ITCH OIL4.5z,1.54,DAVID KEER
14124,DOO GRO GRWTH MEGA THK OIL4.5z,1.55,DAVID KEER
14125,DOO GRO GRWTH TINGLE SHAMP 10z,2.02,DAVID KEER
14126,DOO GRO GRWTH TRPL STRG LTN12z,2.19,DAVID KEER
14127,DOO GRO GRW TRP LTN12z/DTANG1z,2.19,DAVID KEER
14128,DOO GRO GRWTH MEGA THCK LTN12z,2.19,DAVID KEER
14129,DOO GRO GRW MEGA LTN12z/DTNG1z,2.19,DAVID KEER
14130,DOO GRO GRWTH REPAIR COND  10z,2.02,DAVID KEER
14131,DOO GRO GRWTH REPAIR COND 8+2z,2.02,DAVID KEER
14132,DOO GRO GRWTH TRP ST DETANG10z,2.10,DAVID KEER
14133,DOO GRO TRIPLE STR/EDGE GEL 2z,.00,DAVID KEER
14134,DOO GRO VITALMEGA4z/EDGE GEL2z,.00,DAVID KEER
14135,DOO GRO GRWTH LEAVE-IN COND10z,2.02,DAVID KEER
14136,DOO GRO GRWTH LEAVIN COND 8+2z,2.02,DAVID KEER
14138,DOO GRO GRWTH MOIST SHAMPOO10z,2.02,DAVID KEER
14139,DOO GRO GRWTH MOIST SHAMP 8+2z,2.02,DAVID KEER
14140,DOO GRO DEEP DOWN INTNS COND8z,3.66,DAVID KEER
14141,DOO GRO ANTI-DANDRUFF CREME 4z,2.89,DAVID KEER
14142,DOO GRO ANTI DANDRUFF FORM  4z,2.89,DAVID KEER
14144,DOO GRO TRIPLE STR4z/ARGAN  3z,.00,DAVID KEER
14145,DOO GRO HURR.MEGA HLD SPRTZ10z,2.00,DAVID KEER
14146,DOO GRO MEGA THICK4z/MORINGA3z,.00,DAVID KEER
14148,DOO GRO HAIR POLISHER MIST4.5z,1.56,DAVID KEER
14150,DOO GRO GRWTH TINGLE SHAMP8+2z,2.02,DAVID KEER
14151,DOO GRO INF ABYSSINIAN OIL4.5z,1.55,DAVID KEER
14152,*DOO GRO MEGA THICK 1.75z12pcs,4.30,DAVID KEER
14153,DOO GRO MEGA THICK 1.75zPACKET,4.30,DAVID KEER
14154,*DOO GRO MEGA LONG  1.75z12pcs,4.30,DAVID KEER
14155,*DOO GRO INTRO PREPACK   72pcs,16.50,DAVID KEER
14156,DOO GRO OIL TREAT ARGAN  OIL3z,1.271,DAVID KEER
14157,DOO GRO OIL TRT MORINGA OIL 3z,1.257,DAVID KEER
14160,DOO GRO MEGA THICK SHAMPOO 10z,2.02,DAVID KEER
14161,DOO GRO MEGA THICK SHAMP  8+2z,2.02,DAVID KEER
14162,DOO GRO MEGA THICK CONDITNR10z,2.02,DAVID KEER
14163,DOO GRO MEGA THICK CONDTN 8+2z,2.02,DAVID KEER
14164,DOO GRO MEGA THICK REPAIR  16z,3.65,DAVID KEER
14166,DOO GRO MEGA THICK STRENGTH10z,2.04,DAVID KEER
14168,DOO GRO MEGA LONG RECONSTRC16z,3.67,DAVID KEER
14169,DOO GRO MT SHAMP10z/MT COND10z,1.75,DAVID KEER
14171,DOO GRO INF AVOCADO OIL   4.5z,1.55,DAVID KEER
14172,DOO GRO SMOOTH&STRAIT KIT  REG,3.83,DAVID KEER
14174,DOO GRO SMOOTH&STRAIT KIT  SUP,3.83,DAVID KEER
14175,DOO GRO NEW STRAIGHT KIT   REG,3.75,DAVID KEER
14176,DOO GRO INF SAFFLOWER OIL 4.5z,1.55,DAVID KEER
14177,DOO GRO NEW STRAIGHT KIT SUPER,3.75,DAVID KEER
14178,DOO GRO INF ALMOND OIL    4.5z,1.55,DAVID KEER
14179,DOO GRO GRWTH TINGLE SHAMP  8z,2.00,DAVID KEER
14181,DOO GRO VITAL TRIPLE4z/JBCO 2z,.00,DAVID KEER
14182,*DOO GRO INFUSION OIL DISP24pc,.00,DAVID KEER
14183,DOO GRO OLIVE EDGE GEL   2.25z,1.425,DAVID KEER
14184,DOO GRO ARGAN EDGE GEL   2.25z,1.441,DAVID KEER
14186,DOO GRO JBCO LEAVE IN COND 10z,2.00,DAVID KEER
14187,DOO GRO JBCO CO-WASH       10z,2.00,DAVID KEER
14188,DOO GRO JBCO CONDITIONSHAMP10z,2.00,DAVID KEER
14189,DOO GRO JBCO CURL DEF CREME 6z,2.875,DAVID KEER
14190,DOO GRO JBCO HAIR MASQUE    6z,2.875,DAVID KEER
14191,DOO GRO JAM BLACK CASTOR OIL4z,1.875,DAVID KEER
14192,*DOO GRO EDGE GEL DISPLAY 12pc,.00,DAVID KEER
14193,DOO GRO JBCO PINCH PACKS 100ct,.00,DAVID KEER
14194,DOO GRO VITAL MEGATHICK4z+1.5z,2.89,DAVID KEER
14195,DOO GRO VITAL TRIPLE ST4z+1.5z,2.89,DAVID KEER
14196,DOO GRO TING SHAMP 10z/COND10z,1.75,DAVID KEER
14197,DOO GRO KIT REGULAR       BOGO,3.75,DAVID KEER
14198,*DOO GRO COUNTER DISPLAY 25pcs,2.90,CAROL SANCHEZ
14199,DOO GRO KIT SUPER         BOGO,3.75,DAVID KEER
14201,DARK & LOV HR CLR NAT BLCK#372,2.27,DAVID KEER
14202,DARK & LOV HR CLR BRN SABL#373,2.27,DAVID KEER
14203,DARK & LOV HR CLR JET BLCK#371,2.27,DAVID KEER
14204,DARK & LOV HR CLR RCH AUBR#374,2.27,DAVID KEER
14205,DARK & LOV HR CLR SNST AUB#375,2.27,DAVID KEER
14206,DARK & LOV HR CLR RED HOT #376,2.27,DAVID KEER
14207,DARK & LOV HR CLR REDSPICE#387,2.27,DAVID KEER
14208,DARK & LOV STYLING GEL     16z,3.675,DAVID KEER
14209,DARK & LOV HR CLR BRN SUGR#386,2.27,DAVID KEER
14210,DARK & LOV HR CLR LUM BLND#396,2.27,DAVID KEER
14211,MAGIC SHAVE POWD BLUE #15   5z,2.32,DAVID KEER
14212,MAGIC SHAVE POWD RED #16    5z,2.32,DAVID KEER
14213,MAGIC SHAVE POWD GOLD #11 4.5z,2.32,DAVID KEER
14214,MAGIC SHAVE AFTER SHAVE LOT 3z,1.89,DAVID KEER
14215,MAGIC SHAVE SKIN CONDITIONER4z,1.81,DAVID KEER
14218,DR SUMM BLEND/TONE CR #203  2z,2.395,LISA MOLUSIS
14219,DR SUMM BLEND/TONE CR OILY  2z,2.395,LISA MOLUSIS
14220,DARK & LOV HR CLR VIVA RED#394,2.27,DAVID KEER
14221,DARK & LOV HR CLR SUN BRWN#377,2.27,DAVID KEER
14222,DARK & LOV HR CLR HNY BLND#378,2.27,DAVID KEER
14223,DARK & LOV HR CLR GLD BRNZ#379,2.27,DAVID KEER
14224,DR SUMM SKIN WHITENER #202  2z,2.38,LISA MOLUSIS
14225,MAGIC SHAVE PRE SHAVE LOT   3z,1.08,DAVID KEER
14227,DARK & LOV HR CLR RICH WIN#392,2.27,DAVID KEER
14229,DARK & LOV HR CLR BURGUNDY#393,2.27,DAVID KEER
14231,DARK & LOV HR CLR CINNAMON#391,2.27,DAVID KEER
14232,DARK & LOV REV CLR VIB PLM#394,2.05,DAVID KEER
14233,DARK & LOV HR CLR WRM MOCH#390,2.27,DAVID KEER
14234,DARK & LOV SHAMPOO          8z,2.00,DAVID KEER
14235,MAGIC SHAVE POWD PLAT #12 4.5z,2.345,DAVID KEER
14236,DARK & LOV HR CLR CHS BLND#380,2.27,DAVID KEER
14237,DARK & LOV HR CLR SFT AMBR#395,2.27,DAVID KEER
14238,DARK & LOV HR CLR SPC CINN#381,2.27,DAVID KEER
14239,DARK & LOV HR CLR BURGUNDY#326,2.26,DAVID KEER
14240,MAGIC SMOOTH CREAM TUBE #21 6z,1.92,DAVID KEER
14241,DARK & LOV SHAMPOO         16z,2.4219,DAVID KEER
14242,DARK & LOV INTENSIVE COND   8z,2.00,DAVID KEER
14243,DARK & LOV HR DRS COND      4z,2.21,DAVID KEER
14244,DARK & LOV SETTING LOTION   8z,2.00,DAVID KEER
14245,MAGIC SHAVE CREAM EXTRA STR 6z,1.91,DAVID KEER
14248,DARK & LOV RELAX KIT REG  #420,3.78,DAVID KEER
14249,DARK & LOV HR CLR ROAST CH#388,2.27,DAVID KEER
14251,DARK & LOV HR CLR MAHOGANY#389,2.27,DAVID KEER
14252,DARK & LOV HR CLR MID BLUE#382,2.27,DAVID KEER
14253,DARK & NAT HR COLOR JET BLK#31,2.27,DAVID KEER
14254,DARK & NAT HR COLOR NAT BLK#32,2.27,DAVID KEER
14255,DARK & NAT HR COLOR DARK BROWN,2.27,DAVID KEER
14256,DARK & LOV HR CLR BLK RUBY#383,2.075,DAVID KEER
14257,DRK&LOV RELAX KIT REG/FREE LIP,3.78,DAVID KEER
14259,DRK&LOV RELAX KIT REG/OILMOIST,3.78,DAVID KEER
14261,DARK & NATURAL TEXT KIT  REGLR,3.765,DAVID KEER
14263,DARK & NATURAL TEXT KIT  X-STR,3.765,DAVID KEER
14266,DARK & NATURAL TEXT KIT  SHORT,3.765,DAVID KEER
14268,DARK & LOV EXCELLE PLUS   #432,3.76,DAVID KEER
14270,DARK & LOV EXCELLE KIT    #430,3.76,DAVID KEER
14272,DARK & LOV STYLING GEL      4z,2.22,DAVID KEER
14273,DARK & LOV HR CLR COPPER  #385,2.27,DAVID KEER
14276,MAGIC SHAVE CREAM ORIG #18  6z,1.91,DAVID KEER
14277,DARK & LOV REV CLR BR CINN 396,2.047,DAVID KEER
14279,DARK & LOV CONDITIONER     16z,2.4219,DAVID KEER
14280,DARK & LOV RELAX KIT SUPER#422,3.78,DAVID KEER
14281,DARK & LOV BEAUT BEG CONDIT 8z,1.875,DAVID KEER
14282,MAGIC SHAVE CREAM MILD #19  6z,1.859,DAVID KEER
14284,DRK&LOV RLXR KIT SUP KELLY ROW,3.80,DAVID KEER
14285,DARK & LOV BEAUT BEG CHOLS 16z,2.62,DAVID KEER
14286,DARK & LOV CHOLESTEROL     16z,3.665,DAVID KEER
14287,DARK & LOV BEAUT BEG OIL MST8z,1.875,DAVID KEER
14288,DARK & LOV STYLING GEL SUP  4z,2.00,DAVID KEER
14289,DARK & LOV BEAUT BEG SCLP CD4z,2.38,DAVID KEER
14290,DRK&LOV RELAX KIT SUP/FREE LIP,3.78,DAVID KEER
14291,DRK&LOV RELAX KIT SUP/OILMOIST,3.78,DAVID KEER
14292,DARK & LOV BEAUT BEG PRTEN KIT,3.79,DAVID KEER
14293,D&L BEAUT BEG RELAX KIT NORMAL,3.78,DAVID KEER
14294,D&L BEAUT BEG RELAX KIT   FINE,3.78,DAVID KEER
14295,D&L BEAUT BEG 2in1 SHM&CND8.5z,2.00,DAVID KEER
14296,D&L BEAUT BEG OIL MOIST   8.5z,2.00,DAVID KEER
14297,DARK & LOV 24HR THERAPY MST 8z,.00,DAVID KEER
14298,DARK & LOV HAIR REPAIR      4z,.00,DAVID KEER
14299,DARK & LOV BEAUT BEG SHAMPOO8z,1.8906,DAVID KEER
14300,D&L BEAUT BEG BRAID REFRSH8.5z,2.00,DAVID KEER
14301,D&L BEAUT BEG DETANGLE SPR8.5z,2.00,DAVID KEER
14302,D&L BEAUT BEG EDGE PROTECT3.4z,1.50,DAVID KEER
14303,DARK & LOV NAT WAVE GLAZE   5z,1.41,DAVID KEER
14305,D&L BEAUT BEG SCALP SOOTHR3.4z,1.50,DAVID KEER
14307,DARK & LOV NAT HAIR OIL SPR 4z,1.40,DAVID KEER
14308,DARK & LOV NAT LOC BUTTER   4z,2.35,DAVID KEER
14309,DARK & LOV NAT HONEY DRESS3.5z,2.34,DAVID KEER
14310,DARK & LOV NAT SHAMPOO      8z,1.68,DAVID KEER
14311,DARK & LOV NAT STYLING GEL  4z,2.34,DAVID KEER
14312,DARK & LOV NAT BRAID SHEEN  8z,1.69,DAVID KEER
14315,DARK & LOV RELAXER COLOR TREAT,3.78,DAVID KEER
14316,DARK & LOV NAT WAVE TEXTUR KIT,3.75,DAVID KEER
14317,*DARK&LOV RELAX COLOR    12pcs,.00,DAVID KEER
14320,DARK & NAT BEARD CLR JET BK 34,2.07,DAVID KEER
14322,DARK & NAT BEARD CLR NAT BK 35,2.07,DAVID KEER
14324,DARK & NAT HAIR & SCALP CND 4z,1.859,DAVID KEER
14325,*DARK&LOV RELAX KIT DISP 12pcs,.00,DAVID KEER
14326,DARK & NAT MOISTURE SHAMPOO 6z,1.875,DAVID KEER
14328,DARK & NAT WAVE LOTION      6z,1.875,DAVID KEER
14330,DARK & NAT WAVE & STYLE GEL 6z,1.875,DAVID KEER
14331,DIVA HR CLR MIDNIGHT REND #471,2.45,DAVID KEER
14332,DIVA HR CLR NATURAL BLACK #472,2.45,DAVID KEER
14333,DIVA HR CLR TOFFEE TEASE  #473,2.45,DAVID KEER
14334,DIVA HR CLR COGNAC BRONZE #474,2.45,DAVID KEER
14335,DIVA HR CLR CALYPSO CANDY #475,2.45,DAVID KEER
14336,DIVA HR CLR CINNAMON STRUT#476,2.45,DAVID KEER
14337,DIVA HR CLR GOLDEN GODDESS#477,2.45,DAVID KEER
14338,DIVA HR CLR DIAMOND GLOW  #478,2.45,DAVID KEER
14340,DARK & LOV HR CLR LTGLD BL#384,2.27,DAVID KEER
14342,DARK & LOV LEAVE IN COND    8z,2.02,DAVID KEER
14345,DARK & LOV OIL SHN SPR11z+3zNC,2.578,DAVID KEER
14349,*DARK &LOV HAIR COLOR    TRAYS,.00,DAVID KEER
14351,DARK & LOV 3in1 COND SHMP13.5z,2.33,DAVID KEER
14352,DARK & LOV INSTANT CONDTN13.5z,2.33,DAVID KEER
14353,DARK & LOV OIL MOISTURIZER8.5z,1.90,DAVID KEER
14354,DARK & LOV LEAVE IN MIST  8.5z,2.02,DAVID KEER
14355,DARK & LOV DEEP CONDITION 8.5z,1.90,DAVID KEER
14357,*DARK&LOV HAIR COLOR DSP 48pcs,.00,DAVID KEER
14360,*SS HI REZ COLOR DISPLAY 20pcs,.00,DAVID KEER
14361,SS HI REZ COLOR CAFE OLE   #10,2.32,DAVID KEER
14362,SS HI REZ COLOR MAHOGANY   #20,2.32,DAVID KEER
14363,SS HI REZ COLOR BRAZ BRONZR#30,2.32,DAVID KEER
14364,SS HI REZ COLOR COPPER     #43,2.32,DAVID KEER
14365,SS HI REZ COLOR VOLCANO    #44,2.32,DAVID KEER
14366,SS HI REZ COLOR CINNAMON   #46,2.32,DAVID KEER
14367,SS HI REZ COLOR SONIC SPICE#50,2.32,DAVID KEER
14368,SS HI REZ COLOR AMBER TWIST#60,2.32,DAVID KEER
14369,SS HI REZ COLOR SCARLET    #64,2.32,DAVID KEER
14370,SS HI REZ COLOR RUBY QUAKE #66,2.32,DAVID KEER
14371,*SS HI REZ COLOR TRAY&SWATCHES,.00,DAVID KEER
14373,SS HI REZ COLOR GOLD FUSION#74,2.32,DAVID KEER
14374,SS HI REZ COLOR BLOND BRST#101,2.32,DAVID KEER
14375,SS HI REZ COLOR CRYST BLND#110,2.32,DAVID KEER
14377,*D&L HAIRCOLOR 35thANV DS18pcs,.00,DAVID KEER
14378,DARK & LOV HR CLR JET BLK #371,2.27,DAVID KEER
14379,DARK & LOV HR CLR NAT BLK #372,2.27,DAVID KEER
14380,DARK & LOV HR CLR RED HOT #376,2.27,DAVID KEER
14381,DARK & LOV HR CLR SUN BRWN#377,2.27,DAVID KEER
14382,DARK & LOV HR CLR HNY BRWN#378,2.27,DAVID KEER
14383,DARK & LOV HR CLR LUM BLND#396,2.27,DAVID KEER
14384,DARK & LOV HR CLR VIVA RED#394,2.27,DAVID KEER
14385,DRK&LV HRCLR HNY BLD/FREE NAIL,2.23,DAVID KEER
14386,DRK&LV HRCLR BRN SUG/FREE NAIL,2.23,DAVID KEER
14387,DRK&LV HRCLR GOLDBRZ/FREE NAIL,2.23,DAVID KEER
14388,DRK&LV HRCLR JET BLK/FREE NAIL,2.23,DAVID KEER
14389,DRK&LV HRCLR LT GOLD/FREE NAIL,2.25,DAVID KEER
14391,DRK&LV HRCLR RED HOT/FREE NAIL,2.23,DAVID KEER
14392,DRK&LV HRCLR SUN BRN/FREE NAIL,2.23,DAVID KEER
14405,DARK & LOV REV CLR RAD BLK#391,2.03,DAVID KEER
14407,DARK & LOV REV CLR EBONE  #392,2.03,DAVID KEER
14409,DARK & LOV REV CLR AUBURN #393,2.03,DAVID KEER
14411,DARK & LOV REV CLR NAT BLK#395,2.03,DAVID KEER
14413,DARK & LOV REV CLR RAV RED#394,2.03,DAVID KEER
14414,DARK&LOV HR CLR HONEY RUSH 399,2.26,DAVID KEER
14415,DARK&LOV HR CLR TOFFEE KISS398,2.26,DAVID KEER
14416,DARK&LOV HR CLR COCOA CRUSH397,2.26,DAVID KEER
14418,MAGIC BUMP RESCUE ACNE TRE.33z,1.048,DAVID KEER
14419,MAGIC BUMP RESC 2n1 MOIST 1.6z,1.89,DAVID KEER
14420,MAGIC BUMP RESCUE CRM TRT3.95z,1.18,DAVID KEER
14421,DARK&LOV HEAL GLOSS SHAMP13.5z,2.26,DAVID KEER
14422,DARK&LOV HEAL GLOSS COND 13.5z,2.26,DAVID KEER
14423,DARK&LOV LEAVE IN TREAT   8.5z,2.00,DAVID KEER
14424,DARK&LOV HEALTH HAIR CREME6.1z,3.25,DAVID KEER
14425,MAGIC BUMP RESCUE EXFOLCLEAN5z,1.898,DAVID KEER
14427,*NEW BUMP RESCUE OTC DISP 12pc,.00,DAVID KEER
14430,*DARK&LOVELY TOWER DISPLAY17pc,.00,DAVID KEER
14431,D&L BEAUT BEG RELAX CURL  SOFT,3.75,DAVID KEER
14432,D&L BEAUT BEG RELAX     SMOOTH,3.78,DAVID KEER
14433,D&L BEAUT BEGIN SHAMPOO    10z,1.58,DAVID KEER
14434,D&L BEAUT BEGIN CONDITIONER10z,1.58,DAVID KEER
14435,D&L BEAUT BEGIN OIL MOIST 8.5z,2.01,DAVID KEER
14436,D&L BEAUT BEGIN CURL CREAM  5z,3.10,DAVID KEER
14437,D&L BEAUT BEGIN DETANGLER 8.5z,2.01,DAVID KEER
14438,*D&L BEAUT BEGIN DISPLAY  21pc,31.00,DAVID KEER
14440,*D&L COLOR FLASH ASSORTED28pcs,.00,DAVID KEER
14441,DARK & LOV HR CLR ESPRESSO#350,2.26,DAVID KEER
14442,DARK & LOV HR CLR MOCHA FR#351,2.26,DAVID KEER
14443,DARK & LOV HR CLR CL LATTE#352,2.26,DAVID KEER
14450,D&L COLOR FLASH ORANG CANDY#12,1.60,DAVID KEER
14452,D&L COLOR FLASH RED POP    #20,1.60,DAVID KEER
14454,D&L COLOR FLASH COPPER BRST#14,1.60,DAVID KEER
14456,D&L COLOR FLASH CINNAMON SK#16,1.60,DAVID KEER
14458,D&L COLOR FLASH RASPBERRY  #22,1.60,DAVID KEER
14460,D&L COLOR FLASH GINGER SWRL#18,1.60,DAVID KEER
14462,D&L COLOR FLASH PLUM BABY  #24,1.60,DAVID KEER
14475,D&L COLOR CONFID MED BROWN#400,2.73,DAVID KEER
14477,D&L COLOR CONFID DRK BROWN#401,2.73,DAVID KEER
14479,D&L COLOR CONFID DRKST BRN#402,2.73,DAVID KEER
14481,D&L COLOR CONFID AUBURN   #403,2.73,DAVID KEER
14483,D&L COLOR CONFID NAT BLACK#404,2.73,DAVID KEER
14484,D&L AU NATURALE SHAMPOO  13.5z,2.322,DAVID KEER
14485,D&L AU NATURALE CONDITION13.5z,2.322,DAVID KEER
14486,D&L AU NATURA COIL SOUFF 14.4z,3.427,DAVID KEER
14487,D&L AU NATURA CURL CREME 14.4z,3.427,DAVID KEER
14488,D&L AU NATURALE 10n1 GELEE5.3z,2.856,DAVID KEER
14489,D&L AU NATURALE SH NECTAR5.75z,1.74,DAVID KEER
14491,*D&L AU NATURALE DISPLAY  12pc,9.00,DAVID KEER
14492,D&L AU NAT NOSULFATE SHAMP13.5,2.322,DAVID KEER
14494,D&L AU NAT ROOT-TIP MENDER  4z,1.55,DAVID KEER
14495,D&L AU NAT CLEAN CD CREME13.5z,2.256,DAVID KEER
14496,D&L AU NATURALE HAIR WASH13.5z,2.322,DAVID KEER
14497,D&L AU NAT STRENGTH COND 13.5z,2.322,DAVID KEER
14498,D&L AU NAT SOFT HAIR BUTTER 8z,3.65,DAVID KEER
14501,*D&L ANTI-REVERSION 5.1zDSP6pc,18.50,DAVID KEER
14502,DARK&LOV ANTI-REVERSION   5.1z,1.75,DAVID KEER
14503,*OPT CARE 6n1MIRACL OIL4.1z4pc,10.00,DAVID KEER
14504,OPT CARE 6n1 MIRACLE OIL  4.1z,1.54,DAVID KEER
14505,D&L REL KIT REG GREAT LASH REG,4.50,DAVID KEER
14506,D&L RELAX KIT SUPER GREAT LASH,4.50,DAVID KEER
14507,*D&L TOTAL RESTORE PK12ct1.75z,4.331,DAVID KEER
14508,D&L GO INTENSE GOLDEN BLONDE10,2.75,DAVID KEER
14509,D&L GO INTENSE RADIA COPPER 74,2.75,DAVID KEER
14510,D&L GO INTENSE SPICY    RED 66,2.75,DAVID KEER
14511,D&L GO INTENSE DAZZLIN BROWN64,2.75,DAVID KEER
14512,D&L GO INTENSE MAGIC PLUM   56,2.75,DAVID KEER
14513,D&L GO INTENSE ORIGIN BLACK 21,2.75,DAVID KEER
14514,D&L GO INTENSE SUPER BLACK   1,2.75,DAVID KEER
14517,D&L ANTI REVERSION EXTRA  5.1z,1.75,DAVID KEER
14518,D&L ANTI REVERSION SHAMPOO8.5z,1.85,DAVID KEER
14519,D&L ANTI REVERSION CONDIT 8.5z,1.80,DAVID KEER
14521,D&L ANTI REVER GLOSS SERUM4.2z,1.64,DAVID KEER
14522,*D&L ANTI REV EDGESLEEK6ct.28z,4.375,DAVID KEER
14524,D&L AU NAT LEAVE IN SLICK 8.5z,2.001,DAVID KEER
14525,D&L AU NAT TWIST GELnBUTTER 5z,1.936,DAVID KEER
14526,MAGIC BUMP RESC ENERGY GEL4.36,1.26,DAVID KEER
14527,D&L GO INTENSE BRIGHT BLONDE11,2.75,DAVID KEER
14528,D&L AU NAT NOSUL SHAMPOIL13.5z,2.25,DAVID KEER
14529,D&L AU NAT DEEP CONDITION14.4z,3.42,DAVID KEER
14530,D&L AU NAT DRENCH&QUENCH  8.5z,2.25,DAVID KEER
14531,D&L AU NAT UP OIL COCKTAIL4.1z,1.56,DAVID KEER
14532,D&L AU NAT LOCKIT SEALCRM 8.5z,1.82,DAVID KEER
14533,D&L AU NAT SOFTEN POMADE  5.3z,2.89,DAVID KEER
14535,D&L AU NAT CURL REFRESH SP8.5z,2.07,DAVID KEER
14536,D&L AU NAT STRENGTHEN BALM  5z,1.65,DAVID KEER
14537,D&L AU NAT CO WASH DETAN 13.5z,2.24,DAVID KEER
14538,D&L GO INTENSE SHIMM BRONZE 12,2.87,DAVID KEER
14541,D&L AU NAT COIL SOUFFLE   5.3z,.00,DAVID KEER
14542,D&L AU NAT AB SUPER BUTTER  4z,.00,DAVID KEER
14543,D&L AU NAT CURL DEFI GLAZE5.3z,2.88,DAVID KEER
14544,D&L AU NAT PROTECT SCALP  8.5z,2.008,DAVID KEER
14545,D&L AU NAT PROTECT HAIRLINE 4z,1.275,DAVID KEER
14546,D&L AU NAT PROTECTIVE EDGE3.5z,2.848,DAVID KEER
14547,D&L AU NAT PROTECT CUSTRD14.4z,3.427,DAVID KEER
14548,D&L GO INTENSE PASSION PLUM 68,2.75,DAVID KEER
14549,D&L AU NAT CLAY CLEANSER 13.5z,2.322,DAVID KEER
14550,D&L AU NAT CC CREME GEL 11.05z,2.146,DAVID KEER
14551,D&L COLOR GLOSS RICH BLACK  01,2.664,DAVID KEER
14552,D&L COLOR GLOSS NATURALBLACK02,2.664,DAVID KEER
14553,D&L COLOR GLOSS MEDIUM BROWN05,2.664,DAVID KEER
